Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
THROWBACK ROCKET,Green,NA,NA,NA,No,No,No,NA,5900,1475,Green,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,space,throwback,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrBoyClosetL_Remake_3_0,3_0,4761,DHq7jXez3dT65MGRi
frozen table,Ice purple,Illumination,NA,NA,Yes,Yes,No,7,NFS,8200,Purple,Purple,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIceTableL_Remake_6_0,6_0,3497,NwY2WiN7C4PAd9FXv
  CRESCENT-MOON CHAIR  ,Orange,Color,NA,NA,Yes,Yes,No,7,NFS,8500,Orange,Yellow,2x1,NA,Crafting,,1.0.0,space,fancy,stars,None,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_5_0,5_0,6829,9Sb3ACfFchJLoE3XH
  log chair  ,White wood,Lumber type,Southwestern flair,Cushion,Yes,Yes,Yes,3,NFS,960,Beige,Colorful,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_2_1,2_1,4039,RLmAeJAP6SZesao9E
HAMMOCK,Pink,NA,Camouflage,Cloth,No,No,Yes,1,1300,325,Pink,Green,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_4_1,4_1,1620,RzwsoW4GH2rGzsWKT
wooden double bed,Dark wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,NFS,3600,Brown,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_3_0,3_0,7132,cFA8znPoFjRdf7gkj
WOODEN-BLOCK TABLE,Colorful,Block color,NA,NA,Yes,Yes,No,2,NFS,1320,Green,Colorful,2x2,NA,Crafting,,1.0.0,child's room,None,wooden block,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrBlockTableL_Remake_2_0,2_0,1565,Keskqg829hX92h4f9
sphinx,NA,NA,NA,NA,No,No,No,NA,NFS,2100,Beige,Beige,3x1,NA,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Yes,Does not play music,No lighting,Not for sale,FtrSphinx,NA,8702,zzSkjzaPCtzRHMuHZ
loft bed with desk,Orange,NA,Orange,Bedding,No,No,Yes,3,7700,1925,Orange,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_5_3,5_3,3621,bkX9XHWkByEGNHHNx
  MINI DIY WORKBENCH  ,Green,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Green,White,1x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_5_0,5_0,3122,9Xq2i9QgX2QGG2dY6
  FROZEN SCULPTURE  ,Ice green,Illumination,NA,NA,Yes,Yes,No,7,NFS,6600,Green,Green,1.5x1.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceArt_Remake_5_0,5_0,3501,cG3MY6yxMaDCKPmsG
DJ'S TURNTABLE,White,NA,Cute logo,Flag,No,No,Yes,4,9300,2325,White,Pink,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_1_7,1_7,941,FyC8fe6YfntWN3Bz6
wedding welcome board,Garden,Easel,Message,Board,No,Yes,Yes,2,,375,Yellow,Pink,1x1,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Shop,No,Does not play music,No lighting,Not for sale,FtrWeddingBoard_Remake_2_0,2_0,12410,meo4bGDqQK42HScFg
  changing room  ,Gray,NA,Red,Curtain,No,No,Yes,2,3700,,White,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_5,0_5,1816,4aRrQYq57rDxJkesF
  blue corner  ,NA,NA,Yellow,Ring curtain,No,No,Yes,3,6100,1525,White,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerBlue_Remake_0_4,0_4,7150,FvHNG2dqq7Nh4ZRMr
  log extra-long sofa  ,Orange wood,Lumber type,Southwestern flair,Cushions,Yes,Yes,Yes,4,,1920,Orange,Colorful,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_1_1,1_1,4044,npk7nAfd4Foe4AoFM
ironing board,NA,NA,Dots,Ironing board,No,No,Yes,1,2300,575,Black,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_2,0_2,7531,papsmzqBhCXcaYXMB
throwback race-car bed,Green,NA,NA,NA,No,No,No,NA,,950,Green,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBoyBedS_Remake_4_0,4_0,4759,So9ZEzWsqBkgTPnvR
  squat toilet  ,NA,NA,NA,NA,No,No,No,NA,1500,375,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,bathroom,None,None,Yes,Toilet,No,Does not play music,No lighting,For sale,FtrWCJapan,NA,2775,KFbCTud85cuXuQCxm
wooden simple bed,Black,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Black,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_4_3,4_3,2605,tNYQb849vcbqAsZYQ
  NEUTRAL CORNER  ,NA,NA,Black,Ring curtain,No,No,Yes,3,6100,1525,White,Black,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerNeutral_Remake_0_3,0_3,7152,xabSusyaJXXzK6XC5
  log dining table  ,Dark wood,Lumber type,Bears,Placemats,Yes,Yes,Yes,4,NFS,1800,Brown,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_0_3,0_3,4040,Bg4DcuhkuH58mdtsX
  PORTABLE TOILET  ,Gray,NA,NA,NA,No,No,No,NA,NFS,5000,Gray,White,1x1,1000,Nook Miles Shop,,1.0.0,bathroom,facility,None,None,No,Toilet,Yes,Does not play music,No lighting,Not for sale,FtrWCPortable_Remake_4_0,4_0,1234,6uw7efGqmxtnBszkD
  pet bed  ,Dark brown,NA,Polka dots,Cushion,No,No,Yes,1,1100,275,Brown,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,pet,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPetBed_Remake_1_2,1_2,7802,5qGBZpdBXK5HsmRCQ
  tiki torch  ,NA,NA,NA,NA,Yes,No,No,NA,NFS,650,Brown,Beige,1x1,NA,Crafting,,1.0.0,outdoors,garden,None,None,Yes,Lamp,Yes,Does not play music,Candle,Not for sale,FtrTorch,NA,343,DsQ5iWXD3Gy7gKn9w
  effects rack  ,Pink,NA,Chic logo,Sticker area,No,No,Yes,3,6800,1700,Pink,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_5_2,5_2,950,kBCgZy56vmJfz8RZr
  papa bear  ,Choco,NA,Red,Ribbon,No,No,Yes,3,8500,2125,Brown,Red,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_2_1,2_1,1499,HY7r7EmRnJcyMhWnQ
  frozen bed  ,Ice purple,Illumination,Brown,Bedding,Yes,No,Yes,8,NFS,9000,Purple,Brown,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_6_0,6_0,3502,27D6fu8AeKw69KGgZ
  ROCK GUITAR  ,Chic white,NA,Pop logo,Sticker area,No,No,Yes,2,3100,775,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_6_6,6_6,1644,7N9qgTits4TrPMSvW
  BUNK BED  ,Pink,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Pink,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_2,6_2,8298,oaDYkwxMGfrD6Y5Fu
  silo  ,Green roof,Roof color,NA,NA,Yes,Yes,No,7,NFS,13920,Green,Brown,2x2,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrSilo_Remake_1_0,1_0,7247,H3DbbcT7KKXEasueS
  ELECTRIC GUITAR  ,Sunburst,NA,Pop logo,Sticker area,No,No,Yes,7,71000,17750,Brown,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_3_6,3_6,1645,gPcMT9WptvKjRiu2C
  BABY CHAIR  ,White,NA,Butterfly,Cushion,No,No,Yes,1,,300,White,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_2,5_2,3305,bxcu2gBDFQhKEpiHz
LOFT BED WITH DESK,Blue,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,Blue,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_4_4,4_4,3621,Gn6o6SLuP2WKX7bYZ
  upright locker  ,Blue,NA,Notes,Sticker area,No,No,Yes,2,,925,Blue,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_4_4,4_4,833,ZrakXiLFxycRSvLRq
beekeeper's hive,Yellow,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,Yellow,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrBeekeepingbox_Remake_4_0,4_0,3406,sy4T7wEaqeZH3i7WC
BABY CHAIR,Black,NA,Train,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_3,6_3,3305,s2QnWwt8XqMkDaBow
  WATER PUMP  ,Green,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,Green,Gray,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_0_0,0_0,2326,q3mb7defR8pkuci2u
  loft bed with desk  ,Pink,NA,White,Bedding,No,No,Yes,3,7700,1925,Pink,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_7_0,7_0,3621,YrAmCJgDvy8WL6XQe
  YUCCA  ,Brown,NA,NA,NA,No,No,No,NA,2100,525,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYucca_Remake_1_0,1_0,4132,LuA9QEDnRhdsudtXK
  MUSH TABLE  ,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,,1520,White,White,2x2,NA,Crafting,,1.0.0,garden,None,mush,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrMushroomTableL_Remake_1_0,1_0,808,PEb7M5GXB8SmzL4eE
  shell arch  ,Brown,Shell color,NA,NA,Yes,Yes,No,7,NFS,12360,Brown,Brown,3x1,NA,Crafting,,1.0.0,ocean,expensive,shell,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrShellArch_Remake_1_0,1_0,3977,gTj8HEXN5WdbBHbsK
red corner,NA,NA,Blue,Ring curtain,No,No,Yes,3,,1525,White,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerRed_Remake_0_2,0_2,7151,iMoRnPDDj2GBgNhK6
antique console table,Natural,NA,NA,NA,No,No,No,NA,17000,4250,Beige,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueConsole_Remake_1_0,1_0,3951,SBphLepffHinkmtPf
  simple panel  ,Brown,NA,Lined panel,Panel design,No,No,Yes,1,810,202,Orange,White,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_3_1,3_1,5338,HuYQtpbMoXZ3aBZn8
  SIMPLE PANEL  ,Gold,NA,Gold,Panel design,No,No,Yes,1,810,202,Yellow,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_7_7,7_7,5338,nfddwvQmCFknHMQed
  SIMPLE PANEL  ,Light gray,NA,Lined panel,Panel design,No,No,Yes,1,810,202,Gray,White,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_0_1,0_1,5338,7HaDzAKNvhye5Erae
  wooden-block bench  ,Mixed wood,Block color,NA,NA,Yes,Yes,No,2,NFS,,Black,Brown,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrBlockChairL_Remake_1_0,1_0,1559,ztyQTfg3uNL89FHj5
tree's bounty big tree,White,Nut color,NA,NA,Yes,Yes,No,7,NFS,6080,White,Colorful,1x1,NA,Crafting,,1.0.0,party,fancy,tree's bounty or leaves,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrNutTreeL_Remake_1_0,1_0,6080,vjnurpGZt5JLyC7rw
  FROZEN ARCH  ,Ice orange,Illumination,NA,NA,Yes,Yes,No,7,,,Orange,Orange,3x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrIceGate_Remake_4_0,4_0,3499,xjFrrRsaf7d75SH83
  camping cot  ,Camouflage,NA,NA,NA,No,No,No,NA,1800,450,Green,Brown,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_5_0,5_0,4081,L4q77XTgsDtuSpvpW
  drink machine  ,Green,NA,Sale,Advertisement panel,No,No,Yes,7,NFS,10000,Green,Green,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrDrinkmachine_Remake_4_2,4_2,1802,bKmHa5c42pn7zT8A4
  automatic washer  ,Yellow,NA,NA,NA,No,No,No,NA,4500,1125,Yellow,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachine_Remake_4_0,4_0,2740,uKASWdnn2i8tv3W9G
  loft bed with desk  ,Pink,NA,Orange,Bedding,No,No,Yes,3,7700,1925,Pink,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_7_3,7_3,3621,RZi44abKhaxj9NvRP
  simple panel  ,Light brown,NA,Gold,Panel design,No,No,Yes,1,810,202,Beige,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_4_7,4_7,5338,zPxcc2Dm2iHEy2Q5M
WOODEN SIMPLE BED,Pink wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_3,7_3,2605,ynNQcm7EjjoDqkRds
  WOODEN STOOL  ,Pink wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Pink,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_7_4,7_4,3449,egLdsrYAim3XqrKmk
CUTE DIY TABLE,Red,NA,NA,NA,No,No,No,NA,7000,1750,Red,Red,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Work Bench,No,Does not play music,Spotlight,For sale,FtrCuteWorkbench_Remake_3_0,3_0,3995,mcMvwCgMoeD4oCst5
  ROCK GUITAR  ,Cool blue,NA,Cute logo,Sticker area,No,No,Yes,2,3100,775,Blue,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_7_7,7_7,1644,C6mRibmdjsk8vvYtS
shell partition,White,Shell color,NA,NA,Yes,Yes,No,7,,,White,Beige,2x1,NA,Crafting,,1.0.0,ocean,None,shell,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,FtrShellScreen_Remake_0_0,0_0,3978,Z8zLLiju3bFv5PqQq
  log bed  ,Dark wood,Lumber type,Geometric print,Bedding,Yes,Yes,Yes,6,NFS,3600,Brown,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_0_1,0_1,4041,rMHBphuQBNDMtj22S
  tool shelf  ,Black,NA,NA,NA,No,No,No,NA,7300,,Black,Colorful,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrToolshelf_Remake_3_0,3_0,7525,XywPNJ7EsdD2gAXQf
  ORANGE END TABLE  ,Orange,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2480,Orange,Green,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,orange,No,Table,No,Does not play music,No lighting,Not for sale,FtrFruitsTableS_Remake_0_0,0_0,3975,965y54WzRwsYPC2mE
LOFT BED WITH DESK,Light blue,NA,Black,Bedding,No,No,Yes,3,7700,1925,Light blue,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_6_1,6_1,3621,3MvL7MfGqnNGmXMTi
  wooden-block stereo  ,Vivid,Block color,NA,NA,Yes,Yes,No,4,NFS,2460,Blue,Colorful,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Audio,No,Hi-fi,No lighting,Not for sale,FtrBlockCompo_Remake_4_0,4_0,3205,CEzcQfGjtrL49jWPP
  modern office chair  ,Blue,NA,NA,NA,No,No,No,NA,,550,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,Yes,Chair,No,Does not play music,No lighting,For sale,FtrOfficeChair_Remake_0_0,0_0,832,ntQZ3HTaejpMcBjTu
loft bed with desk,Black,NA,Black,Bedding,No,No,Yes,3,7700,1925,Black,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_3_1,3_1,3621,eHGyb2SHFznyGJpdZ
  GIANT TEDDY BEAR  ,Floral,Fabric,White,Ribbon,Yes,Yes,Yes,8,,6300,Yellow,White,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_3_1,3_1,1504,DSK2rjZBS22QHwWMA
  synthesizer  ,Blue,NA,NA,NA,No,No,No,NA,,16500,Blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrSynthesizer_Remake_2_0,2_0,1171,mwoL9PjeS9koFx2Qu
UPRIGHT LOCKER,Yellow,NA,Pop,Sticker area,No,No,Yes,2,3700,925,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_6_3,6_3,833,5rsFPo9g5dftGBW8L
robot hero,Gray,Coating,NA,NA,Yes,Yes,No,50,NFS,250000,Gray,Black,3x3,NA,Crafting,,1.0.0,child's room,facility,None,None,Yes,Toy,Yes,Does not play music,No lighting,Not for sale,FtrHerorobot_Remake_7_0,7_0,1509,5BJrv5KYcgfvth2c9
  CLACKERCART  ,Cute,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Pink,Purple,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_5_0,5_0,80,pTkQt7Aph6StWqSgX
DRUM SET,Rose pink,NA,Vintage logo,Bass drum head,No,No,Yes,2,,1400,Red,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_5_5,5_5,1803,AKuZct9A8zT9pEYB6
  rattan armchair  ,Gray,NA,NA,NA,No,No,No,NA,3200,800,Green,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrRattanChairS_Remake_4_0,4_0,4053,zzmmE42rTKRbd6JQD
baby chair,Blue,NA,Train,Cushion,No,No,Yes,1,1200,300,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_3,4_3,3305,kdizs26rBhoFN96R8
iron hanger stand,White,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,2250,White,Blue,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_0,1_0,3561,4hLbHYoPsre8GdJor
stall,Black,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_1,6_1,3617,NALT6pve9dqhW7efG
  wooden full-length mirror  ,Dark wood,Paint color,NA,NA,Yes,Yes,No,2,NFS,1350,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Dresser,No,Does not play music,No lighting,Not for sale,FtrWoodenMirror_Remake_3_0,3_0,7137,wuaKdyLSf2YwifJkn
